products_model,categories_name,products_name,slug,image,products_description,,
A-153,B,Benedict,Benedict,A-153-Icon-St-Benedict.png,"<b>Saint Benedict</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/March/Mar-14/St-Benedict.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-1,I (Good Incense),Bethlehem,Bethlehem,L001-Bethlehem.jpg,"The first incense developed by our monastery and still the favorite. A non-floral combination of mild fragrances with hints of vanilla. Gentle and appealing to most people.

Use the drop down box to order Pound or Half-pound sizes.",,
A-380,Christ,Betrayal of Christ,Betrayal-of-Christ,A-380-Icon-Kiss-of-Judas.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/holy-thursday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-161,Great Feast,Birth of the Theotokos,Birth-of-the-Theotokos,A-161_Nativity_Theotokos.png,"The <i>Birth of the Theotokos</i> icon belongs to the Great Feast set. Each of the icons in the Great Feast set when purchased individually are sold for the standard price of an 11 x 14 enlargement.  The entire set of Great Feast icons when purchased as a set comes with a discount.  <a href=""http://www.bostonmonks.com/product_info.php/products_id/898"">See here</a> for 11 x 14 <a href=""http://www.bostonmonks.com/product_info.php/products_id/145"">see here</a> for 8 x 10.
<p>The 8 x 10 mounted icons are the standard size. All enlargements besides
the 11 x 14 size and reductions listed in the drop-down list are
special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-8/nativity-theotokos.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-250,B,Blaise,Blaise,A-250-Icon-St-Blaise.png,"<b>Saint Blaise</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/February/Feb-11/St-Blaise.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-440,Christ,Blessing of the Five Loaves,Blessing-of-the-Five-Loaves,Blessing_of_the_Five_Loaves.jpg,"<b>Christ Blessing the Five Loaves</b><br />
at the Miracle of the Feeding of the Five Thousand<br /><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>",,
A-265,B,Boniface of Rome,Boniface-of-Rome,A-265-Icon-St-Boniface.png,"<b>Saint Boniface of Rome</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-19/SS-Boniface-and-Aglais.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-295,B,Botolph of Boston,Botolph-of-Boston,A-295-Icon-St-Botolph.png,"<b>Saint Botolph of Boston</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/June/Jun-17/st-botolph.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
M-451,Chains,"Box Chain, 20 inches",Box-Chain-20-inches,box.jpg,,,
M-471,Chains,"Box Chain, 24 inches",Box-Chain-24-inches,box.jpg,,,
J-52,Censers & Charcoal,Brass Home Censer with wooden handle,Brass-Home-Censer-with-wooden-handle,J052-brass-censer.jpg,7 inches high. The hinged top is pierced to allow the smoke to rise up and to keep the charcoal burning brightly. These censers have beautiful hardwood handles which remain insulated from the heat of the censer.,,
A-404,B,Brendan the Voyager,Brendan-the-Voyager,A-404-Icon-St-Brendan.png,"<b>Saint Brendan the Voyager</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/May/May-May-16/St-Brendan-the-Voyager.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-399,Christ,Bridegroom,Bridegroom,A-399_Icon_Christ_the_Bridegroom.png,<b>Christ the Bridegroom</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-403,B,Brigid,Brigid,A-403-Icon-St-Brigid.png,"<b>Saint Brigid</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/February/Feb-1/St-Brigid.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-27,III (Best Incense),Bulgarian Rose,Bulgarian-Rose,L027-BulgarianRose.jpg,A true Bulgarian rose full-bodied and fine.,,
A-292,Christ,"Burial of Christ (Epitaphios, Inscription in English)",Burial-of-Christ-Epitaphios-Inscription-in-English,A-292_Icon_Epitaphios_English.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/holy-friday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-2,Christ,"Burial of Christ (Epitaphios, Inscription in Greek)",Burial-of-Christ-Epitaphios-Inscription-in-Greek,A-2_Epitaphios_Greek_Inscription.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/holy-friday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-9,Mother of God,Burning Bush,Burning-Bush,A-9_Burning_Bush.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-4/burning-bush-icon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
M-401,Baptismal Crosses,Byzantine Baptismal Cross,Byzantine-Baptismal-Cross,athos-baptismal-noback.png athos-baptismal.png,"Mount Athos Byzantine Style Precious Metal Cross available in gold or silver.<br />
Chain not included.",,
H-251,Greek,Byzantine Choir of Agrino: St Parasceve,Byzantine-Choir-of-Agrino-St-Parasceve,NULL,,,
H-235,Greek,"Byzantine Choir of Agrino: Theotokarion, v1",Byzantine-Choir-of-Agrino-Theotokarion-v1,NULL,,,
H-236,Greek,"Byzantine Choir of Agrino: Theotokarion, v2",Byzantine-Choir-of-Agrino-Theotokarion-v2,NULL,,,
J-23,Vigil Lamps,Byzantine Lamp,Byzantine-Lamp,j023.jpg,,,
H-260,Monastery,"Byzantine Prosomia, The Chanter's Companion",Byzantine-Prosomia-The-Chanters-Companion,h260.jpg,"The Prosomia are special melodies to which Byzantine hymns are metered. They are used in thousands of hymns in the Menaion Triodion Pentecostarion Octoechos and other service books of the Church. Until now it has not been possible to learn them without a trained instructor.
<p />
<em>Byzantine Prosomia the Chanter's Companion</em> makes it possible to learn study and practice  the execution of these special melodies outside of formal choral instruction. For every track on the 2 CD's two examples of each Prosomion are chanted in English clearly and simply. At the beginning of each track one of the chanters announces each Prosomion by saying the title and the tone used thus eliminating the need to refer to the CD label and making the set suitable for use while traveling in a car.
<p />
In addition a PDF file of the music (in Western notation) with texts for all the Prosomia is provided on the second CD. A second PDF file has the music for all the Prosomia without words. The music  for any of the Prosomia may be printed out and words of  hymns written in as needed. Both of these files are also available for download below.
<p />
The selections are augmented beyond what is only in the Greek Menaia. For example some are taken from services to Saint Seraphim of Sarov Saint John of Kronstadt Saint Patrick Saint John Maximovitch the Holy Martyrs of China and others. 		
<p />
<p>

<a href=""/pdfs/prosomiabook.pdf""> <img src=""/catalog/pdfs/pdf.gif""> Music for the Byzantine Prosomia CD <font size=""-1""><b> 1.6 MB pdf file</b></font></a>
<br />
<a href=""/pdfs/prosomiabook-nolyrics.pdf"" <img src=""/catalog/pdfs/pdf.gif"">Music for the Byzantine Prosomia CD  <em>no lyrics</em> <font size=""-1""><b> 640 KB pdf file</b></font></a>",,
M-248,Pectoral Crosses (for Priests),Byzantine Reliquary Cross,Byzantine-Reliquary-Cross,m248-Byzantine_Reliquary_Cross.jpg,"<b>Byzantine Reliquary Cross</b><br />
1-<sup>7</sup>&frasl;<sub>16</sub> x 2-<sup>5</sup>&#47;<sub>16</sub> inches<br />
Only available in sterling silver.",,
L-20,III (Best Incense),Byzantium,Byzantium,L020-Byzantium.jpg,A complex and original floral incense. Instantly appealing it is fitting for a variety of joyous festal occasions.,,
A-312,Christ,Calling of Zacchaeus,Calling-of-Zacchaeus,A-312-Icon-St-Zacchaeus.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/April/Apr-20/st-zacchaeus.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-37,C,Calliope,Calliope,A-37-Icon-St-Calliope.png,"<b>Saint Calliope</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/June/Jun-8/St-Calliope.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-3,I (Good Incense),Cassia,Cassia,L003-Cassia.jpg,A cinnamon fragrance. Cassia is mentioned in the Old Testament and was used by Moses in the tabernacle.,,
A-206,Mother of God,Cassiope,Cassiope,A-206_Icon_Theotokos_Cassiope.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-38,C,Catherine,Catherine,A-38_St_Catherine.png,"<b>Saint Catherine</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-25/St-Catherine.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-371,Christ,Cefal&uacute, Pantocrator,Cefalu-Pantocrator,A-371_Icon_Christ_Cefalu_Pantocrator.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,
M-252,Baptismal Crosses,Celtic Cross,Celtic-Cross,m252.jpg,"<b><sup>3</sup>&#8260;<sub>4</sub> x 1-<sup>3</sup>&#8260;<sub>8</sub> inches</b><br />
A classic Celtic cross. On the reverse is a phrase from a prayer by St Columba of Iona.
<p />
<!-- 
Happi Multi Pix Happi-1: This makes one extra view pushes graphic as far right as possible.
Thumb is sized at height of 80 to match the other graphic's height. 
// -->
<SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">
  <!--
    function ShowPopup(pagenameoptions)
    {
    Window = window.open(pagenameoptions);
    }
// -->
</SCRIPT>

<TABLE WIDTH=""35%"" BORDER=0 CELLSPACING=6 CELLPADDING=6>

  <TR>
  <TD width=""85%"">
  </TD>
  <TD align=""center"">
  <a href=""javascript:;"" onClick=""ShowPopup('images/m252-back.jpg''popup''resizable=yeswidth=157height=300');"">
  <img src=""images/m252-back.jpg"" width=""51"" height=""80"" border=""0""></a>
  </TD>
  </TR>

  <TR>
  <TD width=""85%"">
  </TD>
  <TD align=""center""> 
  <font face=""Georgia"" size=""1"">Back</font>
  </TD>
  </TR> 

</TABLE>",,
J-1,Censers & Charcoal,Charcoal Box,Charcoal-Box,j001.jpg,"<p><b>Three Kings</b> brand charcoal is imported from Holland. It is self-lighting which means the charcoal will fully ignite if brought into contact with a small flame such as the flame of a candle. Each briquette is silver-dollar size (1 &frac34;"" diameter) and made to fit most church censers.  For home use these may be broken into smaller sizes. This charcoal is very dependable and will not emit any offensive odor to conflict with the fragrance of incense.</p>
<p>Each box contains 100 briquettes.</p>",,
J-39,Censers & Charcoal,Charcoal Roll,Charcoal-Roll,j001.jpg,"<p><b>Three Kings</b> brand charcoal is imported from Holland. It is self-lighting which means the charcoal will fully ignite if brought into contact with a small flame such as the flame of a candle. Each briquette is silver-dollar size (1 &frac34;"" diameter) and made to fit most church censers.  For home use these may be broken into smaller sizes. This charcoal is very dependable and will not emit any offensive odor to conflict with the fragrance of incense.</p>
<p>Each roll contains 10 briquettes.</p>",,
A-267,C,Chariton,Chariton,A-267_St_Chariton.png,"<b>Saint Chariton</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-28/st-chariton.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
